lebel_type	dis_co_occu	ran_ds_no	best_l1_ratio	best_C	best_cv_train_rmse	test_rmse
ori_leb	BMI	965	0.1	0.4	4.893	5.416
shuff_leb	BMI	965	0.1	10.0	7.876	6.744
ori_leb	BMI	966	0.2	0.4	4.845	6.267
shuff_leb	BMI	966	0.1	1000.0	7.508	8.242
ori_leb	BMI	967	0.1	0.4	4.839	6.077
shuff_leb	BMI	967	0.1	1000.0	7.608	7.883
ori_leb	BMI	968	0.1	0.4	4.422	7.521
shuff_leb	BMI	968	0.1	10.0	7.248	9.196
ori_leb	BMI	969	0.1	0.4	4.788	6.643
shuff_leb	BMI	969	0.1	1000.0	7.596	7.922
ori_leb	BMI	970	0.1	0.4	4.715	6.206
shuff_leb	BMI	970	0.9	1.0	7.762	7.377
ori_leb	BMI	971	0.1	0.6	5.127	6.204
shuff_leb	BMI	971	0.1	1000.0	7.427	8.525
ori_leb	BMI	972	0.1	0.4	4.849	6.236
shuff_leb	BMI	972	0.1	1000.0	7.627	7.792
ori_leb	BMI	973	0.1	0.4	4.777	6.195
shuff_leb	BMI	973	0.9	1.0	7.456	8.309
ori_leb	BMI	974	0.1	0.6	4.945	6.744
shuff_leb	BMI	974	0.2	1.0	7.549	8.604
ori_leb	BMI	975	0.1	0.4	4.87	5.963
shuff_leb	BMI	975	0.1	1000.0	7.793	7.145
ori_leb	BMI	976	0.1	0.4	4.862	5.736
shuff_leb	BMI	976	0.1	1000.0	7.678	7.593
ori_leb	BMI	977	0.1	0.4	4.862	6.004
shuff_leb	BMI	977	0.1	1000.0	7.541	8.128
ori_leb	BMI	978	0.1	0.6	5.107	5.903
shuff_leb	BMI	978	0.1	1000.0	7.658	7.671
ori_leb	BMI	979	0.1	0.4	4.904	6.158
shuff_leb	BMI	979	0.1	1000.0	7.655	7.693
ori_leb	BMI	980	0.1	0.6	5.215	5.321
shuff_leb	BMI	980	0.1	10.0	7.921	6.546
ori_leb	BMI	981	0.1	0.4	4.948	5.862
shuff_leb	BMI	981	0.8	1.0	7.591	7.846
ori_leb	BMI	982	0.1	0.4	4.966	5.232
shuff_leb	BMI	982	0.1	1000.0	7.829	6.958
ori_leb	BMI	983	0.1	0.6	5.094	6.017
shuff_leb	BMI	983	0.8	1.0	7.851	6.976
ori_leb	BMI	984	0.1	0.4	4.986	5.15
shuff_leb	BMI	984	0.1	1000.0	7.791	7.125
ori_leb	BMI	985	0.1	0.6	5.121	5.589
shuff_leb	BMI	985	0.1	1000.0	7.739	7.341
ori_leb	BMI	986	0.1	0.6	5.089	5.901
shuff_leb	BMI	986	0.6	1.0	7.601	7.748
ori_leb	BMI	987	0.1	0.4	4.866	5.683
shuff_leb	BMI	987	0.1	1000.0	7.615	7.839
ori_leb	BMI	988	0.1	0.6	5.09	6.369
shuff_leb	BMI	988	0.4	1.0	7.729	8.017
ori_leb	BMI	989	0.1	0.6	5.091	5.887
shuff_leb	BMI	989	0.6	1.0	7.761	7.728
ori_leb	BMI	990	0.1	0.6	5.177	5.196
shuff_leb	BMI	990	0.1	1000.0	7.907	6.598
ori_leb	BMI	991	0.1	0.4	4.686	6.53
shuff_leb	BMI	991	0.4	1.0	7.464	8.664
ori_leb	BMI	992	0.1	0.4	4.834	5.699
shuff_leb	BMI	992	0.1	1000.0	7.845	6.892
ori_leb	BMI	993	0.1	0.4	4.729	6.17
shuff_leb	BMI	993	0.1	10.0	7.791	7.127
ori_leb	BMI	994	0.1	0.4	4.703	6.36
shuff_leb	BMI	994	0.8	1.0	7.478	8.443
ori_leb	BMI	995	0.1	0.4	4.933	5.74
shuff_leb	BMI	995	0.8	1.0	7.581	7.995
ori_leb	BMI	996	0.1	0.4	4.785	6.003
shuff_leb	BMI	996	0.1	1000.0	7.686	7.56
ori_leb	BMI	997	0.1	0.4	4.837	5.842
shuff_leb	BMI	997	0.9	1.0	7.769	7.268
ori_leb	BMI	998	0.1	0.6	5.048	6.354
shuff_leb	BMI	998	0.1	1000.0	7.433	8.509
ori_leb	BMI	999	0.1	0.4	4.705	6.45
shuff_leb	BMI	999	0.1	1000.0	7.459	8.414
